FL_DATE,OP_CARRIER,FLL,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,ARR_TIME,ARR_DELAY,ACTUAL_ELAPSED_TIME,DISTANCE
1/1/2018,B6,MSY,530,521,-9,824,-1,183,1028
1/1/2018,B6,BDL,1843,1850,7,2026,12,96,413
1/1/2018,B6,FLL,1817,1847,30,2046,44,119,413
1/1/2018,B6,FLL,2131,2146,15,547,-2,301,2465
1/1/2018,B6,BWI,1710,1708,-2,2026,-13,378,2465
1/1/2018,B6,MSY,1259,1458,119,1726,97,148,1035
1/1/2018,B6,MCO,1851,2131,160,2248,157,77,387
1/1/2018,B6,FLL,600,558,-2,917,7,199,1076
1/1/2018,B6,RSW,700,657,-3,947,-11,170,992
1/1/2018,B6,IAH,1021,1043,22,1321,18,158,992
1/1/2018,B6,MSY,1308,1301,-7,1415,-1,74,231
1/1/2018,B6,DTW,1926,1947,21,2131,16,104,474
1/1/2018,B6,RSW,1920,2207,167,135,166,208,1185
1/1/2018,B6,DTW,1945,2051,66,2353,77,182,1185
1/1/2018,B6,BWI,815,846,31,1154,46,188,891
1/1/2018,B6,LAS,1030,1030,0,1430,69,240,972
1/1/2018,B6,EWR,1006,1203,117,1420,93,137,946
1/1/2018,B6,LGA,622,831,129,1122,121,171,946
1/1/2018,B6,DTW,1155,1214,19,1432,2,138,950
1/1/2018,B6,LAX,915,945,30,1239,27,234,1368
1/1/2018,B6,FLL,1604,1632,28,1920,17,168,1069
1/1/2018,B6,DTW,910,904,-6,1405,-3,241,1598
1/1/2018,B6,LAS,1230,1350,80,1617,67,147,946
1/1/2018,B6,IAH,1755,1948,113,2303,88,375,2602
1/1/2018,B6,MCO,831,842,11,1122,7,160,965
1/1/2018,B6,MCO,1756,1754,-2,2016,-12,142,965
1/1/2018,B6,DFW,1358,1442,44,1605,55,83,273
1/1/2018,B6,DEN,920,1003,43,1328,18,385,2586
1/1/2018,B6,DFW,2035,2058,23,2211,21,73,187
1/1/2018,B6,LAS,1155,1304,69,2121,64,317,2475
1/1/2018,B6,DEN,1100,1200,60,1550,109,230,1005
1/1/2018,B6,LAS,1836,1923,47,2155,40,152,1005
1/1/2018,B6,LAX,2245,2344,59,204,55,140,937
1/1/2018,B6,PIT,2045,2152,67,53,54,181,1074
1/1/2018,B6,MCO,1102,1102,0,1358,15,176,1074
1/1/2018,B6,FLL,823,822,-1,1104,5,162,857
1/1/2018,B6,LBE,750,803,13,1651,32,348,2704
1/1/2018,B6,TPA,1050,1057,7,1330,0,153,1050
1/1/2018,B6,ORD,1022,1015,-7,1214,12,119,563
1/1/2018,B6,LAX,732,735,3,930,-11,115,563
1/1/2018,B6,ORD,1720,1845,85,2156,94,191,989
1/1/2018,B6,DFW,1341,1338,-3,1451,-7,73,353
1/1/2018,B6,LAX,1958,1951,-7,2101,-15,70,353
1/1/2018,B6,ORD,1102,1135,33,1523,58,228,1121
1/1/2018,B6,DFW,831,828,-3,1208,26,220,1028
1/1/2018,B6,EWR,1741,1833,52,2056,25,143,1028
1/1/2018,B6,TPA,1042,1043,1,1219,-3,96,399
1/1/2018,B6,ORD,848,846,-2,1007,-19,81,280
1/1/2018,B6,MSP,1955,2104,69,2347,57,163,1173
1/1/2018,B6,PHL,730,719,-11,1019,-20,180,1035
1/1/2018,B6,MCO,1255,1513,138,1832,148,259,1674
1/1/2018,B6,EWR,600,609,9,955,4,226,1249
1/1/2018,B6,LAS,1036,1036,0,1316,-21,160,1249
1/1/2018,B6,BWI,2045,2102,17,36,23,214,1237
1/1/2018,B6,ORD,737,732,-5,1020,-20,168,1237
1/1/2018,B6,ATL,1820,1823,3,2200,-7,397,2689
1/1/2018,B6,MSP,2300,2251,-9,719,-9,328,2689
1/1/2018,B6,ATL,745,742,-3,1101,4,199,1072
1/1/2018,B6,ATL,2045,2245,120,121,119,156,1072
1/1/2018,B6,MCO,1635,1640,5,1935,23,175,828
1/1/2018,B6,FLL,1957,2019,22,2217,5,118,828
1/1/2018,B6,LGA,1359,1407,8,1638,-4,151,892
1/1/2018,B6,BWI,1750,1736,-14,1937,-32,121,892
1/1/2018,B6,DTW,1911,2024,73,2336,83,192,944
1/1/2018,B6,BWI,950,1031,41,1133,25,62,264
1/1/2018,B6,MCO,2305,2314,9,35,8,81,264
1/1/2018,B6,LAS,1040,1106,26,1423,3,377,2611
1/1/2018,B6,LAS,1140,1457,197,2325,202,328,2611
1/1/2018,B6,SAN,1143,1154,11,1322,-1,88,399
1/1/2018,B6,TPA,1830,1856,26,2139,21,343,2218
1/1/2018,B6,BOS,2208,2239,31,626,36,287,2218
1/1/2018,B6,TPA,753,815,22,1040,-2,265,1754
1/1/2018,B6,BOS,1139,1129,-10,1702,-26,213,1754
1/1/2018,B6,DTW,1415,1436,21,1742,33,186,972
1/1/2018,B6,MCO,2359,2351,-8,805,-3,314,2496
1/1/2018,B6,DTW,2101,17,196,301,190,164,950
1/1/2018,B6,MCI,1154,1236,42,1453,36,137,891
1/1/2018,B6,MCO,952,946,-6,1228,-12,162,1069
1/1/2018,B6,ATL,2118,2113,-5,537,5,324,2602
1/1/2018,B6,LAS,1550,1648,58,1755,44,67,273
1/1/2018,B6,MSY,1033,1025,-8,1151,5,86,273
1/1/2018,B6,DFW,1555,2002,247,2211,245,189,1105
1/1/2018,B6,TPA,1134,1538,244,1914,248,156,1105
1/1/2018,B6,RSW,1504,1458,-6,2259,-18,301,2465
1/1/2018,B6,ORD,655,650,-5,817,-17,87,395
1/1/2018,B6,LAX,1338,1407,29,2227,22,320,2586
1/1/2018,B6,DFW,705,714,9,858,40,104,187
1/1/2018,B6,BDL,1405,1509,64,1905,93,236,1197
1/1/2018,B6,IAH,1811,1954,103,2239,87,165,1197
1/1/2018,B6,IAH,1235,1239,4,1544,-6,365,2475
1/1/2018,B6,TPA,1315,1315,0,2134,1,319,2475
1/1/2018,B6,BWI,652,653,1,1019,27,206,1005
1/1/2018,B6,FLL,1725,1737,12,2026,14,349,2269
1/1/2018,B6,DTW,2107,2119,12,448,-2,269,2269
1/1/2018,B6,LGA,1910,1905,-5,1942,-21,97,588
1/1/2018,B6,IAH,1545,1539,-6,1812,-16,93,588
1/1/2018,B6,SAN,1410,1426,16,1808,44,222,1111
1/1/2018,B6,MCO,1422,1428,6,2304,12,336,2704
1/1/2018,B6,LBE,1945,1945,0,2258,-2,193,1118
1/1/2018,B6,LAX,1605,1600,-5,1859,-7,179,1118
1/1/2018,B6,DFW,1718,1825,67,2245,143,260,1050
1/1/2018,B6,LAX,1458,1519,21,1845,46,206,1023
1/1/2018,B6,DFW,1810,1912,62,2135,44,143,1032
1/1/2018,B6,ATL,1259,1322,23,1603,34,161,814
1/1/2018,B6,PHL,1937,2011,34,2237,51,206,1237
1/1/2018,B6,MCO,2000,2053,53,35,80,222,1028
1/1/2018,B6,MSY,700,717,17,1119,0,182,1182
1/1/2018,B6,EWR,1215,1206,-9,1558,12,172,1046
1/1/2018,B6,MSP,1815,1828,13,2013,8,165,1046
1/1/2018,B6,MCO,2055,2117,22,2338,31,201,1182
1/1/2018,B6,SJU,837,933,56,1256,45,203,1237
1/1/2018,B6,DTW,1357,1406,9,1752,48,226,1237
1/1/2018,B6,MCI,645,649,4,954,14,185,997
1/1/2018,B6,DFW,1020,1042,22,1316,14,154,997
1/1/2018,B6,ORD,1429,1431,2,1727,23,236,1182
1/1/2018,B6,DFW,1739,1807,28,2141,11,154,1182
1/1/2018,B6,DEN,854,842,-12,1246,21,424,2584
1/1/2018,B6,IAH,807,759,-8,1604,-22,305,2584
1/1/2018,B6,MCO,1429,1448,19,1755,8,247,1428
1/1/2018,B6,MCO,700,737,37,1057,57,200,944
1/1/2018,B6,MCI,1535,1551,16,1840,29,169,944
1/1/2018,B6,LGA,1549,1703,74,1821,71,78,264
1/1/2018,B6,LGA,859,842,-17,1046,-31,124,634
1/1/2018,B6,LGA,1345,1338,-7,1456,-12,78,399
1/1/2018,B6,MYR,850,1054,124,1344,87,350,2496
1/1/2018,B6,ORD,1307,1437,90,2302,105,325,2496
1/1/2018,B6,ORD,545,542,-3,846,-6,184,1069
1/1/2018,B6,BWI,2359,2355,-4,628,-15,273,2300
1/1/2018,B6,RSW,1750,1752,2,2120,-37,328,2300
1/1/2018,B6,BOS,1320,1318,-2,1557,-18,159,1068
1/1/2018,B6,RSW,715,739,24,1111,17,392,2588
1/1/2018,B6,DTW,1204,1217,13,2048,21,331,2588
1/1/2018,B6,IAH,1330,1320,-10,1703,7,403,2475
1/1/2018,B6,DFW,1430,1450,20,2313,29,323,2475
1/1/2018,B6,ACY,2313,50,97,417,83,147,1129
1/1/2018,B6,ACY,414,412,-2,618,9,186,1129
1/1/2018,B6,LAX,1420,1522,62,1727,48,125,857
1/1/2018,B6,MSY,1859,1852,-7,2039,-1,107,563
1/1/2018,B6,LAX,1618,1612,-6,1806,-18,114,563
1/1/2018,B6,LAS,1115,1127,12,1452,39,205,1023
1/1/2018,B6,MSY,1310,1341,31,1618,8,157,1023
1/1/2018,B6,LAX,1830,1911,41,2137,42,146,805
1/1/2018,B6,RSW,1535,1552,17,1811,19,139,805
1/1/2018,B6,BDL,1932,2007,35,2305,-4,298,2105
1/1/2018,B6,RSW,2359,2355,-4,618,-9,263,2105
1/1/2018,B6,CLE,700,657,-3,1042,-6,165,1237
1/1/2018,B6,DEN,730,725,-5,1128,42,243,1053
1/1/2018,B6,DFW,1938,2006,28,2249,30,163,1053
1/1/2018,B6,FLL,713,743,30,1053,44,190,1062
1/1/2018,B6,DFW,2016,2017,1,2307,-7,170,1062
1/1/2018,B6,PHX,1630,1621,-9,1740,-9,79,280
1/1/2018,B6,DTW,750,756,6,1130,-6,214,1249
1/1/2018,B6,DEN,2205,2306,61,248,50,162,1179
1/1/2018,B6,EWR,307,258,-9,453,-19,175,1179
1/1/2018,B6,DTW,1730,1725,-5,2039,-31,374,2569
1/1/2018,B6,MSY,2200,2154,-6,623,-2,329,2569
1/1/2018,B6,CLT,1758,1820,22,2101,6,161,1076
1/1/2018,B6,CLT,624,618,-6,911,25,233,1182
1/1/2018,B6,SAV,810,824,14,1113,26,169,828
1/1/2018,B6,EVV,1127,1207,40,1417,40,130,828
1/1/2018,B6,CLT,2031,2020,-11,2114,-21,54,231
1/1/2018,B6,EWN,1659,1729,30,1830,24,61,231
1/1/2018,B6,CAK,2151,2208,17,2334,18,86,474
1/1/2018,B6,CLT,738,730,-8,1016,8,166,944
1/1/2018,B6,CLT,1352,1502,70,1624,70,82,264
1/1/2018,B6,CVG,1845,1909,24,2256,24,407,2611
1/1/2018,B6,CAK,2345,2359,14,816,5,317,2611
1/1/2018,B6,CLT,2112,212,300,430,292,138,925
1/1/2018,B6,GNV,1715,1730,15,1954,-4,144,946
1/1/2018,B6,CVG,1332,1337,5,1644,15,187,946
1/1/2018,B6,CLT,1920,2110,110,2324,86,134,950
1/1/2018,B6,CLT,929,926,-3,1048,-13,82,313
1/1/2018,B6,FAY,800,801,1,1546,1,285,2343
1/1/2018,B6,CLT,904,856,-8,1203,0,367,2343
1/1/2018,B6,CLT,1146,1229,43,1350,40,81,301
1/1/2018,B6,MOB,1655,1650,-5,2039,33,229,1065
1/1/2018,B6,CLT,2020,2108,48,3,45,175,1065
1/1/2018,B6,ORF,1759,1820,21,2050,-9,330,2248
1/1/2018,B6,OMA,1852,2025,93,56,94,211,1562
1/1/2018,B6,LGA,1712,1704,-8,1903,7,119,634
1/1/2018,B6,PIT,909,952,43,1057,35,65,187
1/1/2018,B6,ATL,2246,238,232,332,218,54,187
1/1/2018,B6,CLT,1435,1506,31,1659,15,113,759
1/1/2018,B6,CLT,2108,2059,-9,2206,-14,67,324
1/1/2018,B6,CLT,610,559,-11,730,-23,91,369
1/1/2018,B6,JAN,600,552,-8,805,-25,133,937
1/1/2018,B6,CLT,840,854,14,1014,14,80,184
1/1/2018,B6,MYR,1400,1442,42,1835,50,173,1189
1/1/2018,B6,CLT,600,658,58,813,52,75,354
1/1/2018,B6,SAV,1040,1041,1,1153,-18,72,354
1/1/2018,B6,CAK,700,1025,205,1349,224,204,1050
1/1/2018,B6,DCA,1145,1206,21,1558,37,232,1220
1/1/2018,B6,DAY,2350,2347,-3,431,-10,224,1617
1/1/2018,B6,CLT,552,548,-4,911,12,263,1617
1/1/2018,B6,SAV,1300,1306,6,2113,22,307,2248
1/1/2018,B6,CLT,2227,2227,0,130,5,183,1028
1/1/2018,B6,CLT,1615,1815,120,2100,116,165,1028
1/1/2018,B6,LEX,2050,2036,-14,2148,-17,72,280
1/1/2018,B6,CLT,1600,1549,-11,1905,-11,196,1035
1/1/2018,B6,LYH,2359,9,10,354,5,165,1179
1/1/2018,B6,CLT,500,718,138,934,147,196,1179
1/1/2018,B6,MHT,1000,1014,14,1318,15,184,944
1/1/2018,B6,MDT,1719,1734,15,1850,-1,76,399
1/1/2018,B6,CLT,545,539,-6,1033,21,234,1521
1/1/2018,B6,CVG,945,1014,29,1339,30,265,1521
1/1/2018,B6,CLT,1939,1941,2,2207,-14,146,946
1/1/2018,B6,TRI,1555,1556,1,1847,-8,171,946
1/1/2018,B6,DSM,1855,2206,191,55,182,289,1931
1/1/2018,B6,CLT,2245,135,170,735,158,240,1931
1/1/2018,B6,JAX,910,904,-6,1225,-15,201,1068
1/1/2018,B6,CLT,557,548,-9,844,-1,176,1068
1/1/2018,B6,CLT,1840,2051,131,2352,127,181,1097
1/1/2018,B6,LEX,1905,1910,5,2148,-11,158,1097
1/1/2018,B6,LGA,1620,1657,37,1827,30,90,395
1/1/2018,B6,CLT,910,901,-9,1012,-20,71,395
1/1/2018,B6,CLT,1652,1657,5,2027,6,210,1197
1/1/2018,B6,CLT,1958,2017,19,2301,4,164,1197
1/1/2018,B6,STL,1136,1128,-8,1421,21,173,759
1/1/2018,B6,CLT,1853,1940,47,2136,37,116,759
1/1/2018,B6,TRI,841,900,19,1013,16,73,324
1/1/2018,B6,ORD,650,715,25,819,18,64,324
1/1/2018,B6,CLT,1608,1826,138,2051,116,145,937
1/1/2018,B6,CVG,1136,1149,13,1249,-6,60,184
1/1/2018,B6,CLT,1359,1350,-9,1446,-26,56,184
1/1/2018,B6,ILM,1825,1833,8,2155,-30,382,2704
1/1/2018,B6,MKE,2030,2018,-12,441,-17,323,2704
1/1/2018,B6,CLT,605,601,-4,853,-7,232,1576
1/1/2018,B6,HSV,2359,2400,1,442,-3,222,1576
1/1/2018,B6,CLT,719,730,11,1001,19,151,718
1/1/2018,B6,CLT,1025,1041,16,1227,7,106,718
1/1/2018,B6,SAV,1359,1529,90,1758,75,149,989
1/1/2018,B6,CLT,1850,1918,28,2037,18,79,399
1/1/2018,B6,CVG,620,617,-3,739,-3,82,280
1/1/2018,B6,CRW,700,915,135,1410,122,235,1674
1/1/2018,B6,MYR,1748,1821,33,2133,34,252,1674
1/1/2018,B6,CVG,1055,1108,13,1509,31,241,1249
1/1/2018,B6,CLT,700,702,2,952,-8,170,1249
1/1/2018,B6,IAD,1940,2016,36,2250,-2,334,2381
1/1/2018,B6,AVP,2342,2344,2,750,13,306,2381
1/1/2018,B6,CLT,1456,1534,38,1632,31,58,231
1/1/2018,B6,CLT,718,710,-8,809,-17,59,231
1/1/2018,B6,MGM,750,750,0,933,0,103,427
1/1/2018,B6,CRW,1015,1021,6,1144,0,83,427
1/1/2018,B6,CLT,1815,1825,10,2016,18,111,444
1/1/2018,B6,MLB,610,601,-9,949,6,228,1185
1/1/2018,B6,CLT,1021,1020,-1,1253,-19,153,1185
1/1/2018,B6,CLT,728,756,28,1104,22,188,1069
1/1/2018,B6,CLT,1023,1022,-1,1338,-12,196,1180
1/1/2018,B6,TYS,1530,1547,17,1834,12,167,1180
1/1/2018,B6,CLT,2100,2222,82,133,92,191,1065
1/1/2018,B6,CLT,1043,1042,-1,1339,-15,117,740
1/1/2018,B6,GNV,830,826,-4,1146,4,200,1097
1/1/2018,B6,CLT,747,745,-2,1111,31,206,1097
1/1/2018,B6,TLH,1545,1544,-1,1909,-29,385,2586
1/1/2018,B6,HVN,2048,2051,3,511,-1,320,2586
1/1/2018,B6,PHL,538,549,11,705,12,76,187
1/1/2018,B6,FAY,2116,2210,54,117,55,187,1005
1/1/2018,B6,AVL,1032,1022,-10,1348,23,206,937
1/1/2018,B6,CLT,1218,1328,70,1600,61,152,937
1/1/2018,B6,DCA,700,656,-4,1013,-8,197,1074
1/1/2018,B6,PVD,1212,1204,-8,1439,-20,155,1074
1/1/2018,B6,CLT,1828,1838,10,2306,7,208,1609
1/1/2018,B6,CLT,2145,2230,45,216,47,166,1189
1/1/2018,B6,OAJ,635,634,-1,835,-7,181,1189
1/1/2018,B6,AVP,1107,1209,62,1501,60,232,1576
1/1/2018,B6,CLT,530,637,67,1114,64,217,1576
1/1/2018,B6,CLT,1559,1629,30,1914,14,165,1220
1/1/2018,B6,IND,1840,1845,5,2149,14,364,2327
1/1/2018,B6,PHF,2115,2206,51,534,38,268,2327
1/1/2018,B6,DCA,2210,2201,-9,606,10,305,2248
1/1/2018,B6,HPN,1330,1338,8,1733,42,235,1121
1/1/2018,B6,CLT,1525,1618,53,1858,39,160,1121
1/1/2018,B6,CLT,2230,2240,10,216,15,156,1046
1/1/2018,B6,HSV,530,525,-5,709,-6,164,1046
1/1/2018,B6,CLT,815,811,-4,1138,2,207,1173
1/1/2018,B6,DCA,2359,9,10,508,8,239,1674
1/1/2018,B6,CLT,308,320,12,619,4,239,1674
1/1/2018,B6,CLT,1958,2011,13,2252,-3,161,1249
1/1/2018,B6,CLT,1046,1142,56,1349,53,127,667
1/1/2018,B6,GSP,817,936,79,1110,59,94,667
1/1/2018,B6,CHS,945,956,11,1303,-6,187,1076
1/1/2018,B6,CLT,1343,1413,30,1700,25,167,992
1/1/2018,B6,CHS,2052,42,230,254,204,132,992
1/1/2018,B6,SDF,2158,2202,4,56,8,174,944
1/1/2018,B6,CLT,1352,1723,211,1904,204,101,612
1/1/2018,B6,SDF,2123,2128,5,33,-29,365,2611
1/1/2018,B6,LEX,1530,1535,5,2351,-1,316,2611
1/1/2018,B6,CLT,1745,2026,161,2157,143,91,399
1/1/2018,B6,GSP,646,640,-6,912,-5,152,944
1/1/2018,B6,CLT,1306,1334,28,1630,31,176,1185
1/1/2018,B6,IAD,1855,1849,-6,2111,-32,262,1754
1/1/2018,B6,CLT,2235,2224,-11,409,-11,225,1754
1/1/2018,B6,CLT,700,653,-7,929,-13,156,946
1/1/2018,B6,LGA,2050,2257,127,144,115,167,946
1/1/2018,B6,CLT,2140,2129,-11,2256,-6,87,301
1/1/2018,B6,CID,1431,1428,-3,1700,-16,152,965
1/1/2018,B6,CLT,1155,1208,13,1450,18,162,965
1/1/2018,B6,SAV,1705,1709,4,1844,-25,155,867
1/1/2018,B6,CLT,940,950,10,1247,-4,117,867
1/1/2018,B6,MEM,1800,1801,1,2107,-11,366,2465
1/1/2018,B6,DCA,708,700,-8,808,-18,68,319
1/1/2018,B6,CAK,830,823,-7,935,-10,72,319
1/1/2018,B6,CLT,600,552,-8,935,39,223,1197
1/1/2018,B6,TYS,1901,1934,33,2251,86,197,759
1/1/2018,B6,DCA,708,712,4,1050,4,278,1609
1/1/2018,B6,DCA,600,643,43,1029,46,166,1189
1/1/2018,B6,CLT,1030,1114,44,1328,47,194,1189
1/1/2018,B6,CLT,1005,1001,-4,1036,-9,35,68
1/1/2018,B6,ILM,1846,2256,250,331,241,215,1698
1/1/2018,B6,DTW,700,1122,262,1453,240,271,1698
1/1/2018,B6,CLT,1555,1554,-1,1817,-7,143,718
1/1/2018,B6,CLT,1905,1908,3,2105,-9,117,718
1/1/2018,B6,ILM,926,927,1,1255,25,208,1023
1/1/2018,B6,CLT,1720,1740,20,2009,-7,149,1023
1/1/2018,B6,CLT,715,718,3,1039,-6,141,1046
1/1/2018,B6,RIC,1410,1417,7,1535,-14,78,280
1/1/2018,B6,CLT,1035,1059,24,1423,38,204,1035
1/1/2018,B6,IAD,1409,1502,53,1736,37,154,1035
1/1/2018,B6,CLT,1535,1535,0,1922,5,227,1249
1/1/2018,B6,CLT,1518,1555,37,1912,44,197,1249
1/1/2018,B6,STL,700,652,-8,941,-3,169,1056
1/1/2018,B6,CHS,1045,1249,124,1547,114,178,1237
1/1/2018,B6,CLT,1732,2003,151,2321,161,198,1072
1/1/2018,B6,OAJ,1410,1652,162,1919,147,147,1072
